unique_id,cnn_intrsctn_pkey,intrsctn_grp,intrsctn_type,case_id_pkey,accident_year,collision_date,collision_time,time_cat,day_of_week,special_cond,primary_rd,secondary_rd,distance,direction,intersection,weather_1,weather_2,location_type,ramp_intersection,side_of_hwy,tow_away,collision_severity,number_killed,number_injured,party_count,primary_coll_factor,pcf_viol_category,hit_and_run,type_of_collision,mviw,ped_action,road_surface,road_cond_1,road_cond_2,lighting,control_device,truck_accident,alcohol_involved,stwd_vehtype_at_fault,chp_vehtype_at_fault,count_severe_inj,count_visible_inj,count_complaint_pain,count_ped_killed,count_ped_injured,primary_ramp,secondary_ramp,party_number_ckey,party_type,at_fault,party_sex,party_age,party_sobriety,party_drug_physical,dir_of_travel,party_safety_equip_1,party_safety_equip_2,sp_info_1,sp_info_2,sp_info_3,oaf_violation_code,oaf_viol_cat,oaf_viol_section,oaf_violation_suffix,oaf_1,oaf_2,party_number_killed,party_number_injured,move_pre_acc,vehicle_year,vehicle_make,stwd_vehicle_type,inattention,mv_involved,col_comb,dph_col_type,dph_col_grp
3687,24729000,0,INTERSECTIONS,2079354,2005,20050603,1859,D,5,0,CALIFORNIA ST,MONTGOMERY ST,36,E,N,A,-,,,,N,4,0,1,2,A,3,N,G,B,E,A,H,-,A,D,,,A,7,0,0,1,0,1,-,-,2,2,N,F,38,A,-,E,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
3688,24729000,0,INTERSECTIONS,4712389,2010,20100511,1110,B,2,0,CALIFORNIA ST,MONTGOMERY ST,9,E,N,A,-,,,,N,4,0,1,2,A,12,N,G,B,B,A,H,-,A,A,,,A,1,0,0,1,0,1,-,-,1,1,Y,F,54,A,-,E,M,G,-,3,-,-,-,,,J,-,0,0,B,2010,FORD,A,,,1 2,E,BB
3689,24729000,0,INTERSECTIONS,4712389,2010,20100511,1110,B,2,0,CALIFORNIA ST,MONTGOMERY ST,9,E,N,A,-,,,,N,4,0,1,2,A,12,N,G,B,B,A,H,-,A,A,,,A,1,0,0,1,0,1,-,-,2,2,N,F,67,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3690,24729000,0,INTERSECTIONS,4315226,2009,20090712,1010,B,7,0,CALIFORNIA ST,MONTGOMERY ST,121,W,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,E,A,H,-,A,D,,,N,60,0,0,1,0,1,-,-,2,1,N,F,53,A,-,E,M,B,-,3,-,,53,22106,,A,E,0,0,G,2006,FORD,-,,,1 2,E,BB
3691,24733000,0,INTERSECTIONS,4103137,2009,20090205,1213,B,4,0,KEARNY ST,SACRAMENTO ST,0,,Y,B,-,,,,N,4,0,1,2,A,10,F,G,B,B,B,H,-,A,A,,,-,-,0,0,1,0,1,-,-,2,2,N,F,46,A,-,N,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3692,24733000,0,INTERSECTIONS,2629206,2006,20060215,2212,E,3,0,KEARNY ST,SACRAMENTO ST,0,,Y,A,-,,,,Y,4,0,4,3,A,12,N,A,C,F,A,H,-,B,A,,,A,,0,0,4,0,1,-,-,3,2,N,M,51,A,-,N,-,-,-,-,-,-,-,,,N,-,0,1,A,,-,N,,,1 2,E,BB
3693,24733000,0,INTERSECTIONS,5289692,2011,20110714,1650,C,4,0,KEARRY ST,SACRAMENTO ST,48,N,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,A,A,,,N,60,0,0,1,0,1,-,-,2,1,N,M,67,A,-,N,M,G,-,3,-,-,-,,,N,-,0,0,D,2002,TOYOTA,D,,,1 2,E,BB
3694,24733000,0,INTERSECTIONS,2699937,2006,20060606,1300,B,2,0,SACRAMENTO ST,KEARNY ST,28,W,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,E,A,H,-,A,D,,,N,60,0,1,0,0,1,-,-,2,1,N,M,55,A,-,W,P,-,-,3,-,-,-,,,N,-,0,0,H,2004,-,-,,,1 2,E,BB
3695,24733000,0,INTERSECTIONS,2629206,2006,20060215,2212,E,3,0,KEARNY ST,SACRAMENTO ST,0,,Y,A,-,,,,Y,4,0,4,3,A,12,N,A,C,F,A,H,-,B,A,,,A,,0,0,4,0,1,-,-,1,1,Y,M,27,A,-,N,H,-,-,-,-,,25,22350,,A,N,0,1,B,2002,MERCURY,A,,,1 2,E,BB
3696,24733000,0,INTERSECTIONS,5342908,2011,20110906,814,A,2,0,SACRAMENTO ST,KEARRY ST,225,W,N,A,-,,,,N,2,0,1,3,B,22,N,G,B,E,A,H,-,A,D,,,-,-,1,0,0,0,1,-,-,1,1,Y,M,51,A,-,E,G,M,-,-,-,-,-,,,O,-,0,0,G,1993,FORD,-,,,1 2 3,E,BB
3697,24733000,0,INTERSECTIONS,4245181,2009,20090405,635,A,7,0,KEARNY ST,SACRAMENTO ST,0,,Y,A,-,,,,Y,1,1,0,2,A,21,N,G,B,B,A,H,-,A,A,,,A,1,0,0,0,1,0,-,-,1,1,Y,F,44,A,-,W,M,G,-,3,-,-,-,,,F,-,0,0,D,1996,TOYOTA,A,-,,1 2,E,BB
3698,24733000,0,INTERSECTIONS,2699937,2006,20060606,1300,B,2,0,SACRAMENTO ST,KEARNY ST,28,W,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,E,A,H,-,A,D,,,N,60,0,1,0,0,1,-,-,1,2,Y,F,50,A,-,S,-,-,-,3,-,-,-,,,F,-,0,1,L,,-,N,-,,1 2,E,BB
3699,24733000,0,INTERSECTIONS,4245181,2009,20090405,635,A,7,0,KEARNY ST,SACRAMENTO ST,0,,Y,A,-,,,,Y,1,1,0,2,A,21,N,G,B,B,A,H,-,A,A,,,A,1,0,0,0,1,0,-,-,2,2,N,F,79,A,-,S,-,-,-,-,-,,35,21456,B,A,M,1,0,B,,-,N,,,1 2,E,BB
3700,24733000,0,INTERSECTIONS,2629206,2006,20060215,2212,E,3,0,KEARNY ST,SACRAMENTO ST,0,,Y,A,-,,,,Y,4,0,4,3,A,12,N,A,C,F,A,H,-,B,A,,,A,,0,0,4,0,1,-,-,2,1,N,M,65,A,-,W,G,-,-,-,-,-,-,,,N,-,0,2,B,2006,LEXUS,A,,,1 2,E,BB
3701,24733000,0,INTERSECTIONS,5342908,2011,20110906,814,A,2,0,SACRAMENTO ST,KEARRY ST,225,W,N,A,-,,,,N,2,0,1,3,B,22,N,G,B,E,A,H,-,A,D,,,-,-,1,0,0,0,1,-,-,3,3,N,-,998,-,,E,-,-,-,-,-,-,-,,,-,-,0,0,-,2004,TOYOTA,-,,,1 2 3,E,BB
3702,24733000,0,INTERSECTIONS,5342908,2011,20110906,814,A,2,0,SACRAMENTO ST,KEARRY ST,225,W,N,A,-,,,,N,2,0,1,3,B,22,N,G,B,E,A,H,-,A,D,,,-,-,1,0,0,0,1,-,-,2,2,N,M,57,A,-,-,-,-,-,-,-,-,-,,,-,-,0,1,O,,-,N,,,1 2 3,E,BB
3703,24733000,0,INTERSECTIONS,4103137,2009,20090205,1213,B,4,0,KEARNY ST,SACRAMENTO ST,0,,Y,B,-,,,,N,4,0,1,2,A,10,F,G,B,B,B,H,-,A,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,M,998,G,G,N,-,-,-,-,-,-,-,,,N,-,0,0,D,2003,CHEVROLET,-,,,1 2,E,BB
3704,24733000,0,INTERSECTIONS,5289692,2011,20110714,1650,C,4,0,KEARRY ST,SACRAMENTO ST,48,N,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,A,A,,,N,60,0,0,1,0,1,-,-,1,2,Y,F,54,A,-,E,-,-,-,1,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
3705,24734000,0,INTERSECTIONS,5127686,2011,20110316,725,A,3,0,SACRAMENTO ST,MONTGOMERY ST,8,W,N,B,-,,,,N,4,0,1,2,A,10,N,G,B,B,B,H,-,B,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,F,20,A,-,W,-,-,-,-,-,-,-,,,N,-,0,0,D,2007,FORD,-,,,1 2,E,BB
3706,24734000,0,INTERSECTIONS,5127686,2011,20110316,725,A,3,0,SACRAMENTO ST,MONTGOMERY ST,8,W,N,B,-,,,,N,4,0,1,2,A,10,N,G,B,B,B,H,-,B,A,,,-,-,0,0,1,0,1,-,-,2,2,N,F,49,A,-,N,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3707,24734000,0,INTERSECTIONS,2415090,2005,20051117,1910,D,4,0,SACRAMENTO ST,MONTGOMERY ST,63,W,N,A,-,,,,Y,4,0,1,2,A,21,N,G,B,F,A,H,-,C,D,,,-,-,0,0,1,0,1,-,-,2,2,N,M,38,A,-,-,-,-,-,-,-,-,-,,,-,-,0,1,R,,-,N,,,1 2,E,BB
3708,24734000,0,INTERSECTIONS,2415090,2005,20051117,1910,D,4,0,SACRAMENTO ST,MONTGOMERY ST,63,W,N,A,-,,,,Y,4,0,1,2,A,21,N,G,B,F,A,H,-,C,D,,,-,-,0,0,1,0,1,-,-,1,1,Y,M,77,A,-,E,-,-,-,-,-,-,-,,,N,-,0,0,G,2000,JAGUAR,-,,,1 2,E,BB
3709,24734000,0,INTERSECTIONS,5444627,2011,20111205,1345,B,1,0,SACRAMENTO ST,MONTGOMERY ST,109,W,N,A,-,,,,N,3,0,2,2,A,3,N,G,B,F,A,H,-,A,D,,,D,22,0,2,0,0,1,-,-,1,1,Y,M,63,A,-,N,M,H,-,3,-,-,-,,,M,-,0,1,B,2008,FORD,D,,,1 2,E,BB
3710,24734000,0,INTERSECTIONS,5444627,2011,20111205,1345,B,1,0,SACRAMENTO ST,MONTGOMERY ST,109,W,N,A,-,,,,N,3,0,2,2,A,3,N,G,B,F,A,H,-,A,D,,,D,22,0,2,0,0,1,-,-,2,2,N,M,30,A,-,-,-,-,-,3,-,-,-,,,-,-,0,1,R,,-,N,,,1 2,E,BB
3711,24740000,0,INTERSECTIONS,6046518,2012,20121212,1857,,3,0,PINE ST,KEARNY ST,5,W,N,A,-,,,,N,4,0,1,2,A,10,F,G,B,B,A,H,-,C,A,,,A,1,0,0,1,0,1,-,-,2,2,N,F,21,A,-,N,-,-,-,-,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
3712,24740000,0,INTERSECTIONS,5012742,2010,20101221,1450,C,2,0,PINE ST,KEARRY ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,7,0,0,1,0,1,-,-,2,2,N,F,33,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3713,24740000,0,INTERSECTIONS,6046518,2012,20121212,1857,,3,0,PINE ST,KEARNY ST,5,W,N,A,-,,,,N,4,0,1,2,A,10,F,G,B,B,A,H,-,C,A,,,A,1,0,0,1,0,1,-,-,1,1,Y,M,998,G,G,N,M,B,-,-,-,-,-,,,N,-,0,0,E,2006,CHRYSLER,A,,,1 2,E,BB
3714,24740000,0,INTERSECTIONS,4712393,2010,20100517,1444,C,1,0,PINE ST,KEARRY ST,5,W,N,C,-,,,,N,3,0,1,2,A,10,N,G,B,B,B,H,-,A,A,,,A,7,0,1,0,0,1,-,-,1,1,Y,M,56,A,-,N,M,G,-,3,-,-,-,,,N,-,0,0,E,2009,INFINITI,A,,,1 2,E,BB
3715,24740000,0,INTERSECTIONS,5012742,2010,20101221,1450,C,2,0,PINE ST,KEARRY ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,7,0,0,1,0,1,-,-,1,1,Y,M,39,A,-,W,M,G,-,3,-,-,-,,,N,-,0,0,E,2008,LEXUS,A,,,1 2,E,BB
3716,24740000,0,INTERSECTIONS,2628812,2006,20060309,1857,D,4,0,PINE ST,KEARNY ST,0,,Y,C,G,,,,N,3,0,1,2,A,10,N,G,B,B,B,H,-,C,A,,,A,,0,1,0,0,1,-,-,2,2,N,M,45,A,-,S,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3717,24740000,0,INTERSECTIONS,2628812,2006,20060309,1857,D,4,0,PINE ST,KEARNY ST,0,,Y,C,G,,,,N,3,0,1,2,A,10,N,G,B,B,B,H,-,C,A,,,A,,0,1,0,0,1,-,-,1,1,Y,F,57,A,-,W,C,-,-,-,-,-,-,,,N,-,0,0,E,1966,CITROEN,A,,,1 2,E,BB
3718,24740000,0,INTERSECTIONS,4712393,2010,20100517,1444,C,1,0,PINE ST,KEARRY ST,5,W,N,C,-,,,,N,3,0,1,2,A,10,N,G,B,B,B,H,-,A,A,,,A,7,0,1,0,0,1,-,-,2,2,N,M,40,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,,1 2,E,BB
3719,24741000,0,INTERSECTIONS,4195460,2009,20090316,1424,C,1,0,GRANT AV,BUSH ST,0,,Y,A,-,,,,N,4,0,2,4,A,10,N,G,B,C,A,A,-,A,A,,,A,1,0,0,2,0,2,-,-,4,2,N,F,998,-,,-,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,N,,,1 2,E,BB
3720,24741000,0,INTERSECTIONS,5737920,2012,20120517,2245,,4,0,BUSH ST,GRANT AV,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,C,A,,,A,1,0,0,1,0,1,-,-,1,1,Y,M,28,G,G,S,M,G,-,3,-,-,-,,,N,-,0,0,D,2012,MERCEDES-BENZ,A,,,1 2,E,BB
3721,24741000,0,INTERSECTIONS,3199953,2007,20070409,1430,C,1,0,BUSH ST,GRANT AV,10,W,N,A,-,,,,N,4,0,1,2,A,12,N,G,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,1,4,N,M,38,G,G,E,-,-,-,3,-,-,-,,,N,-,0,0,B,,-,L,,,2 4,L,DD
3722,24741000,0,INTERSECTIONS,4195460,2009,20090316,1424,C,1,0,GRANT AV,BUSH ST,0,,Y,A,-,,,,N,4,0,2,4,A,10,N,G,B,C,A,A,-,A,A,,,A,1,0,0,2,0,2,-,-,3,2,N,F,66,-,,E,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,N,,,1 2,E,BB
3723,24741000,0,INTERSECTIONS,5737920,2012,20120517,2245,,4,0,BUSH ST,GRANT AV,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,C,A,,,A,1,0,0,1,0,1,-,-,2,2,N,F,36,A,-,E,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3724,24741000,0,INTERSECTIONS,4195460,2009,20090316,1424,C,1,0,GRANT AV,BUSH ST,0,,Y,A,-,,,,N,4,0,2,4,A,10,N,G,B,C,A,A,-,A,A,,,A,1,0,0,2,0,2,-,-,2,1,N,M,28,A,-,E,M,G,-,3,-,,30,21703,,A,-,0,0,B,2005,GMC,D,,,1 2,E,BB
3725,24741000,0,INTERSECTIONS,3437660,2007,20071014,220,F,7,0,BUSH ST,GRANT AV,100,W,N,A,-,,,,N,3,0,1,2,A,0,F,G,B,D,A,H,-,C,D,,,-,-,0,1,0,0,1,-,-,1,1,Y,-,998,H,H,-,-,-,-,3,-,,19,20001,A,A,-,0,0,R,,-,-,,,1 2,E,BB
3726,24741000,0,INTERSECTIONS,3437660,2007,20071014,220,F,7,0,BUSH ST,GRANT AV,100,W,N,A,-,,,,N,3,0,1,2,A,0,F,G,B,D,A,H,-,C,D,,,-,-,0,1,0,0,1,-,-,2,2,N,F,45,-,,N,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,N,,,1 2,E,BB
3727,24741000,0,INTERSECTIONS,4195460,2009,20090316,1424,C,1,0,GRANT AV,BUSH ST,0,,Y,A,-,,,,N,4,0,2,4,A,10,N,G,B,C,A,A,-,A,A,,,A,1,0,0,2,0,2,-,-,1,1,Y,M,37,A,-,S,M,G,-,3,-,-,-,,,N,-,0,0,D,2001,TOYOTA,A,,,1 2,E,BB
3728,24741000,0,INTERSECTIONS,3199953,2007,20070409,1430,C,1,0,BUSH ST,GRANT AV,10,W,N,A,-,,,,N,4,0,1,2,A,12,N,G,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,2,2,N,F,64,A,-,-,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,,2 4,L,DD
3729,24748000,0,INTERSECTIONS,2571457,2005,20051220,1030,B,2,0,KEARNY ST,CALIFORNIA ST,0,,-,B,-,,,,N,4,0,1,2,A,3,F,G,B,F,A,H,-,A,D,,,-,99,0,0,1,0,1,-,-,1,1,Y,M,998,G,G,N,-,-,-,-,-,,19,20001,A,A,-,0,0,B,2003,ISUZU,-,,,1 2,E,BB
3730,24748000,0,INTERSECTIONS,2457477,2006,20060113,1630,C,5,0,CALIFORNIA ST,KEARNY ST,10,W,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,F,53,A,-,W,M,G,-,-,-,-,-,,,N,-,0,0,E,2006,SUBARU,-,,,1 2,E,BB
3731,24748000,0,INTERSECTIONS,2457477,2006,20060113,1630,C,5,0,CALIFORNIA ST,KEARNY ST,10,W,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,2,2,N,F,54,A,-,N,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3732,24748000,0,INTERSECTIONS,2571457,2005,20051220,1030,B,2,0,KEARNY ST,CALIFORNIA ST,0,,-,B,-,,,,N,4,0,1,2,A,3,F,G,B,F,A,H,-,A,D,,,-,99,0,0,1,0,1,-,-,2,2,N,M,42,-,-,-,-,-,-,-,-,-,-,,,-,-,0,1,R,,-,N,,,1 2,E,BB
3733,24748000,0,INTERSECTIONS,3539954,2007,20071206,1630,C,4,0,CALIFORNIA,KEARNY,0,,Y,C,-,,,,N,3,0,1,2,A,3,N,G,B,B,B,H,-,B,A,,,D,,0,1,0,0,1,-,-,2,2,N,M,50,A,-,W,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3734,24748000,0,INTERSECTIONS,2106262,2005,20050611,1013,B,6,0,KEARNY ST,CALIFORNIA ST,46,N,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,A,D,,,N,,0,1,0,0,1,-,-,1,2,Y,F,46,A,-,W,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3735,24748000,0,INTERSECTIONS,2106262,2005,20050611,1013,B,6,0,KEARNY ST,CALIFORNIA ST,46,N,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,A,D,,,N,,0,1,0,0,1,-,-,2,1,N,M,61,A,-,N,-,G,-,-,-,-,-,,,N,-,0,0,B,2001,MERCEDES-BENZ,D,,,1 2,E,BB
3736,24748000,0,INTERSECTIONS,3539954,2007,20071206,1630,C,4,0,CALIFORNIA,KEARNY,0,,Y,C,-,,,,N,3,0,1,2,A,3,N,G,B,B,B,H,-,B,A,,,D,,0,1,0,0,1,-,-,1,1,Y,M,30,A,-,W,M,-,-,-,-,-,-,,,N,-,0,0,E,2008,NISSAN,D,,,1 2,E,BB
3737,24749000,0,INTERSECTIONS,2664265,2006,20060211,910,A,6,0,SACRAMENTO,GRANT AV,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,D,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,F,35,A,-,W,-,-,-,3,-,-,-,,,-,-,0,0,B,2005,DODGE,-,,,1 2,E,BB
3738,24749000,0,INTERSECTIONS,4290572,2009,20090624,1322,B,3,0,SACRAMENTO ST,GRANT AV,5,W,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,D,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,2,1,N,F,42,H,H,W,-,-,-,-,-,-,-,,,N,-,0,0,E,2004,NISSAN,-,,,1 2,E,BB
3739,24749000,0,INTERSECTIONS,2664265,2006,20060211,910,A,6,0,SACRAMENTO,GRANT AV,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,D,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,2,2,N,M,16,A,-,N,-,-,-,3,-,-,-,,,J,-,0,1,B,,-,N,,,1 2,E,BB
3740,24749000,0,INTERSECTIONS,4290572,2009,20090624,1322,B,3,0,SACRAMENTO ST,GRANT AV,5,W,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,D,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,1,2,Y,M,67,H,H,S,-,-,-,-,-,-,-,,,N,-,0,1,R,,-,N,,,1 2,E,BB
3741,24751000,0,INTERSECTIONS,3924485,2008,20080925,1424,C,4,0,CALIFORNIA ST,GRANT AV,87,W,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,A,D,,,N,60,0,1,0,0,1,-,-,2,1,N,M,83,A,-,E,G,-,-,3,-,-,-,,,N,-,0,0,B,1998,MERCURY,A,,,1 2,E,BB
3742,24751000,0,INTERSECTIONS,5477298,2011,20111202,1700,C,5,0,CALIFORNIA ST,GRANT AV,189,E,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,C,A,,,N,60,0,0,1,0,1,-,-,2,1,N,M,59,A,-,W,M,G,-,-,-,-,-,,,N,-,0,0,K,1997,NISSAN,A,,,1 2,E,BB
3743,24751000,0,INTERSECTIONS,3924485,2008,20080925,1424,C,4,0,CALIFORNIA ST,GRANT AV,87,W,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,A,D,,,N,60,0,1,0,0,1,-,-,1,2,Y,M,69,A,-,N,-,-,-,-,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
3744,24751000,0,INTERSECTIONS,5477298,2011,20111202,1700,C,5,0,CALIFORNIA ST,GRANT AV,189,E,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,C,A,,,N,60,0,0,1,0,1,-,-,1,2,Y,F,48,A,-,N,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3745,24756000,0,INTERSECTIONS,5470967,2011,20111211,2115,D,7,0,MONTGOMERY ST,CLAY ST,0,,Y,C,-,,,,N,4,0,2,3,A,10,N,G,B,B,B,H,-,C,A,,,A,7,0,0,2,0,2,-,-,3,2,N,F,54,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3746,24756000,0,INTERSECTIONS,6049450,2012,20121002,1940,,2,0,MONTGOMERY ST,CLAY ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,-,-,C,A,,Y,A,1,0,0,1,0,1,-,-,2,2,N,M,37,B,-,S,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3747,24756000,0,INTERSECTIONS,2378960,2005,20051006,652,A,4,0,MONTGOMERY ST,CLAY ST,0,,Y,A,-,,,,N,4,0,1,2,A,21,M,G,B,E,A,-,-,A,-,,,-,-,0,0,1,0,1,-,-,1,1,Y,M,998,G,G,S,-,-,-,-,-,-,-,,,A,F,0,0,B,,-,-,-,,1 2,E,BB
3748,24756000,0,INTERSECTIONS,5470967,2011,20111211,2115,D,7,0,MONTGOMERY ST,CLAY ST,0,,Y,C,-,,,,N,4,0,2,3,A,10,N,G,B,B,B,H,-,C,A,,,A,7,0,0,2,0,2,-,-,2,2,N,M,43,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,A,,-,N,,,1 2,E,BB
3749,24756000,0,INTERSECTIONS,6049450,2012,20121002,1940,,2,0,MONTGOMERY ST,CLAY ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,-,-,C,A,,Y,A,1,0,0,1,0,1,-,-,1,1,Y,F,37,A,-,E,M,G,-,3,-,-,-,,,N,-,0,0,E,2007,SATURN,A,,,1 2,E,BB
3750,24756000,0,INTERSECTIONS,5470967,2011,20111211,2115,D,7,0,MONTGOMERY ST,CLAY ST,0,,Y,C,-,,,,N,4,0,2,3,A,10,N,G,B,B,B,H,-,C,A,,,A,7,0,0,2,0,2,-,-,1,1,Y,M,39,G,G,E,M,G,-,3,-,-,-,,,N,-,0,0,E,1999,CHEVROLET,A,,,1 2,E,BB
3751,24756000,0,INTERSECTIONS,2378960,2005,20051006,652,A,4,0,MONTGOMERY ST,CLAY ST,0,,Y,A,-,,,,N,4,0,1,2,A,21,M,G,B,E,A,-,-,A,-,,,-,-,0,0,1,0,1,-,-,2,2,N,M,26,A,-,S,-,-,-,-,-,-,-,,,-,-,0,1,A,,-,N,,,1 2,E,BB
3752,24756000,0,INTERSECTIONS,2625367,2006,20060219,1445,C,7,0,MONTGOMERY,CLAY,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,,0,0,1,0,1,-,-,1,1,Y,M,38,A,-,E,-,-,-,-,-,-,-,,,N,-,0,0,E,2002,FORD,A,,,1 2,E,BB
3753,24756000,0,INTERSECTIONS,2625367,2006,20060219,1445,C,7,0,MONTGOMERY,CLAY,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,,0,0,1,0,1,-,-,2,2,N,M,60,A,-,N,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3754,24756000,0,INTERSECTIONS,2484807,2005,20051222,625,A,4,0,CLAY ST,MONTGOMERY,3,E,-,C,-,,,,N,3,0,1,2,A,10,N,G,B,D,B,H,-,C,A,,,D,,0,1,0,0,1,-,-,2,2,N,M,40,A,-,N,-,-,-,-,-,-,-,,,-,-,0,1,B,,-,N,,,1 2,E,BB
3755,24756000,0,INTERSECTIONS,3953024,2008,20081003,920,A,5,0,CLAY ST,MONTGOMERY,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,-,G,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,M,48,A,-,E,M,G,-,3,-,-,-,,,-,-,0,0,E,2004,FORD,-,,,1 2,E,BB
3756,24756000,0,INTERSECTIONS,4954294,2010,20101208,2305,E,3,0,CLAY ST,MONTGOMERY ST,10,E,N,C,-,,,,N,4,0,1,2,A,11,N,G,B,C,B,H,-,C,A,Y,,N,60,0,0,1,0,1,-,-,2,1,N,M,45,-,E,S,M,G,-,-,-,-,-,,,-,-,0,0,B,2007,FORD,F,,,1 2,E,BB
3757,24756000,0,INTERSECTIONS,5585514,2012,20120208,1044,,3,0,MONTGOMERY ST,CLAY ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,0,1,0,1,-,-,1,1,Y,M,43,A,-,S,M,G,-,3,-,-,-,,,N,-,0,0,D,1997,PONTIAC,A,,,1 2,E,BB
3758,24756000,0,INTERSECTIONS,4954294,2010,20101208,2305,E,3,0,CLAY ST,MONTGOMERY ST,10,E,N,C,-,,,,N,4,0,1,2,A,11,N,G,B,C,B,H,-,C,A,Y,,N,60,0,0,1,0,1,-,-,1,2,Y,M,39,A,-,S,-,-,-,-,-,-,-,,,-,-,0,1,E,,-,N,,,1 2,E,BB
3759,24756000,0,INTERSECTIONS,2484807,2005,20051222,625,A,4,0,CLAY ST,MONTGOMERY,3,E,-,C,-,,,,N,3,0,1,2,A,10,N,G,B,D,B,H,-,C,A,,,D,,0,1,0,0,1,-,-,1,1,Y,M,29,A,-,E,-,-,-,-,-,-,-,,,-,-,0,0,E,1997,FORD,D,,,1 2,E,BB
