unique_id,cnn_intrsctn_pkey,intrsctn_grp,intrsctn_type,case_id_pkey,accident_year,collision_date,collision_time,time_cat,day_of_week,special_cond,primary_rd,secondary_rd,distance,direction,intersection,weather_1,weather_2,location_type,ramp_intersection,side_of_hwy,tow_away,collision_severity,number_killed,number_injured,party_count,primary_coll_factor,pcf_viol_category,hit_and_run,type_of_collision,mviw,ped_action,road_surface,road_cond_1,road_cond_2,lighting,control_device,truck_accident,alcohol_involved,stwd_vehtype_at_fault,chp_vehtype_at_fault,count_severe_inj,count_visible_inj,count_complaint_pain,count_ped_killed,count_ped_injured,primary_ramp,secondary_ramp,party_number_ckey,party_type,at_fault,party_sex,party_age,party_sobriety,party_drug_physical,dir_of_travel,party_safety_equip_1,party_safety_equip_2,sp_info_1,sp_info_2,sp_info_3,oaf_violation_code,oaf_viol_cat,oaf_viol_section,oaf_violation_suffix,oaf_1,oaf_2,party_number_killed,party_number_injured,move_pre_acc,vehicle_year,vehicle_make,stwd_vehicle_type,inattention,mv_involved,col_comb,dph_col_type,dph_col_grp
11754,27486000,0,INTERSECTIONS,5427531,2011,20111118,1535,C,5,0,GEARY BL,15TH AV,0,,Y,C,-,,,,N,4,0,1,2,A,10,N,G,B,B,B,H,-,A,A,,,A,1,0,0,1,0,1,-,-,2,2,N,F,22,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11755,27486000,0,INTERSECTIONS,3538811,2007,20071205,1632,C,3,0,GEARY BL,15TH AV,6,E,N,B,-,,,,Y,2,0,2,3,A,10,N,G,B,B,A,H,-,C,A,,,A,7,1,1,0,0,2,-,-,2,2,N,F,71,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
11756,27486000,0,INTERSECTIONS,5427531,2011,20111118,1535,C,5,0,GEARY BL,15TH AV,0,,Y,C,-,,,,N,4,0,1,2,A,10,N,G,B,B,B,H,-,A,A,,,A,1,0,0,1,0,1,-,-,1,1,Y,M,35,A,-,E,M,G,-,3,-,-,-,,,N,-,0,0,E,1998,DODGE,A,,,1 2,E,BB
11757,27486000,0,INTERSECTIONS,3604695,2008,20080110,1930,D,4,0,15TH AV,GEARY BL,0,,Y,C,-,,,,N,3,0,1,2,A,10,N,G,B,B,B,H,-,C,A,,,A,1,0,1,0,0,1,-,-,2,2,N,F,76,G,G,W,P,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11758,27486000,0,INTERSECTIONS,3538811,2007,20071205,1632,C,3,0,GEARY BL,15TH AV,6,E,N,B,-,,,,Y,2,0,2,3,A,10,N,G,B,B,A,H,-,C,A,,,A,7,1,1,0,0,2,-,-,3,2,N,F,15,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
11759,27486000,0,INTERSECTIONS,3538811,2007,20071205,1632,C,3,0,GEARY BL,15TH AV,6,E,N,B,-,,,,Y,2,0,2,3,A,10,N,G,B,B,A,H,-,C,A,,,A,7,1,1,0,0,2,-,-,1,1,Y,M,43,A,-,S,M,G,-,3,-,,25,22350,,A,-,0,0,E,1997,TOYOTA,A,,,1 2,E,BB
11760,27486000,0,INTERSECTIONS,2392284,2005,20051116,1220,B,3,0,GEARY BL,15TH AV,0,,Y,A,-,,,,N,3,0,1,2,A,11,N,G,B,B,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,2,1,N,F,43,A,-,W,-,G,-,-,-,-,-,,,N,-,0,0,J,1996,TOYOTA,-,,,1 2,E,BB
11761,27486000,0,INTERSECTIONS,3604695,2008,20080110,1930,D,4,0,15TH AV,GEARY BL,0,,Y,C,-,,,,N,3,0,1,2,A,10,N,G,B,B,B,H,-,C,A,,,A,1,0,1,0,0,1,-,-,1,1,Y,M,64,G,G,S,M,B,-,3,-,,31,22107,,A,-,0,0,E,2005,TOYOTA,A,,,1 2,E,BB
11762,27486000,0,INTERSECTIONS,2392284,2005,20051116,1220,B,3,0,GEARY BL,15TH AV,0,,Y,A,-,,,,N,3,0,1,2,A,11,N,G,B,B,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,1,2,Y,F,44,A,-,S,-,-,-,-,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
11763,27487000,0,INTERSECTIONS,1993507,2005,20050228,850,A,1,0,GEARY BL,16TH AV,0,,Y,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,Y,,F,,0,1,0,0,1,-,-,2,2,N,M,64,A,-,-,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,-,,,1 2,E,BB
11764,27487000,0,INTERSECTIONS,3747545,2008,20080410,1800,C,4,0,GEARY BL,16TH AV,0,,Y,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,-,-,0,1,0,0,1,-,-,1,1,N,F,38,A,-,W,M,G,-,3,-,-,-,,,N,-,0,0,E,2005,AUDI,-,,,1 2,E,BB
11765,27487000,0,INTERSECTIONS,1993507,2005,20050228,850,A,1,0,GEARY BL,16TH AV,0,,Y,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,Y,,F,,0,1,0,0,1,-,-,1,1,Y,M,58,A,-,S,G,-,-,-,-,,34,21950,A,A,M,0,0,E,1999,DODGE,F,,,1 2,E,BB
11766,27487000,0,INTERSECTIONS,3747545,2008,20080410,1800,C,4,0,GEARY BL,16TH AV,0,,Y,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,-,-,0,1,0,0,1,-,-,2,2,N,F,56,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11767,27491000,0,INTERSECTIONS,2008128,2005,20050405,1440,C,2,0,16TH AV,CLEMENT ST,3,S,N,A,-,,,,N,3,0,1,2,A,21,N,G,B,B,A,H,-,A,A,,,A,7,0,1,0,0,1,-,-,1,1,Y,F,51,A,-,N,M,G,-,3,-,,25,22350,,A,-,0,0,G,1999,TOYOTA,A,,,1 2,E,BB
11768,27491000,0,INTERSECTIONS,2008128,2005,20050405,1440,C,2,0,16TH AV,CLEMENT ST,3,S,N,A,-,,,,N,3,0,1,2,A,21,N,G,B,B,A,H,-,A,A,,,A,7,0,1,0,0,1,-,-,2,2,N,F,77,A,-,W,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11769,27492000,0,INTERSECTIONS,3049604,2007,20070225,1935,D,7,0,17TH AV,BALBOA ST,131,S,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,C,A,,,N,60,0,0,1,0,1,-,-,2,-,N,F,40,A,-,N,M,G,-,3,-,-,-,,,N,-,0,0,B,1999,VOLKSWAGEN,A,,YES,2 -,E,BB
11770,27492000,0,INTERSECTIONS,5844673,2012,20120826,1857,,7,0,BALBOA ST,17TH AV,12,E,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,1,0,0,1,-,-,1,1,Y,M,25,A,-,W,M,G,-,3,-,-,-,,,E,-,0,0,B,2002,MAZDA,A,,,1 2,E,BB
11771,27492000,0,INTERSECTIONS,3049604,2007,20070225,1935,D,7,0,17TH AV,BALBOA ST,131,S,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,C,A,,,N,60,0,0,1,0,1,-,-,1,2,Y,M,18,A,-,-,-,-,-,3,-,-,-,,,-,-,0,1,-,,-,N,,YES,2 -,E,BB
11772,27492000,0,INTERSECTIONS,5844673,2012,20120826,1857,,7,0,BALBOA ST,17TH AV,12,E,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,1,0,0,1,-,-,2,2,N,F,58,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11773,27495000,0,INTERSECTIONS,1995861,2005,20050308,1625,C,2,0,ANZA ST,18TH AV,11,W,N,A,-,,,,Y,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,,0,0,1,0,1,-,-,1,1,Y,F,48,A,-,W,B,-,-,-,-,-,-,,,N,-,0,0,B,1976,MERCEDES-BENZ,A,,,1 2,E,BB
11774,27495000,0,INTERSECTIONS,2657225,2006,20060530,2140,D,2,0,ANZA ST,18TH AV,12,E,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,C,D,,,A,,0,1,0,0,1,-,-,1,1,Y,M,26,A,-,E,G,-,-,-,-,-,-,,,-,-,0,0,E,2005,TOYOTA,A,,,1 2,E,BB
11775,27495000,0,INTERSECTIONS,2657225,2006,20060530,2140,D,2,0,ANZA ST,18TH AV,12,E,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,C,D,,,A,,0,1,0,0,1,-,-,2,2,N,F,59,H,H,-,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,-,,,1 2,E,BB
11776,27495000,0,INTERSECTIONS,1995861,2005,20050308,1625,C,2,0,ANZA ST,18TH AV,11,W,N,A,-,,,,Y,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,,0,0,1,0,1,-,-,2,2,N,M,4,-,,N,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,-,,,1 2,E,BB
11777,27496000,0,INTERSECTIONS,3360090,2007,20070814,2204,E,2,0,RT 1,BALBOA ST,8,N,N,B,-,H,-,N,Y,1,1,0,2,A,10,N,G,B,B,A,H,-,C,A,,,I,11,0,0,0,1,0,-,-,1,1,Y,F,42,A,-,N,M,B,-,3,-,-,-,,,N,-,0,0,B,2000,OTHER - BUS,I,,,1 2,E,BB
11778,27496000,0,INTERSECTIONS,3360090,2007,20070814,2204,E,2,0,RT 1,BALBOA ST,8,N,N,B,-,H,-,N,Y,1,1,0,2,A,10,N,G,B,B,A,H,-,C,A,,,I,11,0,0,0,1,0,-,-,2,2,N,F,83,A,-,E,-,-,-,3,-,,35,21950,B,A,-,1,0,-,,-,N,,,1 2,E,BB
11779,27497000,0,INTERSECTIONS,4678393,2010,20100417,2210,E,6,0,BALBOA ST,20TH AV,19,E,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,C,D,,,N,60,0,1,0,0,1,-,-,2,1,N,M,25,A,-,W,M,G,-,3,-,-,-,,,N,-,0,0,B,2005,TOYOTA,A,,,1 2,E,BB
11780,27497000,0,INTERSECTIONS,4678393,2010,20100417,2210,E,6,0,BALBOA ST,20TH AV,19,E,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,C,D,,,N,60,0,1,0,0,1,-,-,1,2,Y,F,49,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,L,,-,N,,,1 2,E,BB
11781,27500000,0,INTERSECTIONS,6079149,2012,20120826,1211,,7,0,GEARY BL,17TH AV,0,,Y,A,-,,,,N,4,0,1,2,A,12,N,H,A,B,A,H,-,A,A,,,A,7,0,0,1,0,1,-,-,2,2,N,F,47,H,H,S,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,,1 2,E,BB
11782,27500000,0,INTERSECTIONS,2395790,2005,20051120,835,A,7,0,GEARY BL,17TH AV,11,E,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,0,1,0,1,-,-,1,1,Y,F,30,A,-,S,M,G,-,3,-,-,-,,,N,-,0,0,E,2000,FORD,A,,,1 2,E,BB
11783,27500000,0,INTERSECTIONS,2395790,2005,20051120,835,A,7,0,GEARY BL,17TH AV,11,E,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,0,1,0,1,-,-,2,2,N,M,32,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11784,27500000,0,INTERSECTIONS,6079149,2012,20120826,1211,,7,0,GEARY BL,17TH AV,0,,Y,A,-,,,,N,4,0,1,2,A,12,N,H,A,B,A,H,-,A,A,,,A,7,0,0,1,0,1,-,-,1,1,Y,F,42,A,-,W,N,G,-,3,-,,34,21950,A,A,-,0,0,B,1998,CHRYSLER,A,,,1 2,E,BB
11785,27500000,0,INTERSECTIONS,2252723,2005,20050922,1530,C,4,0,GEARY BL,17TH AV,9,W,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,7,0,1,0,0,1,-,-,1,1,Y,M,65,A,-,W,M,G,-,3,-,-,-,,,N,-,0,0,D,2002,TOYOTA,A,,,1 2,E,BB
11786,27500000,0,INTERSECTIONS,1993456,2005,20050116,940,A,7,0,GEARY BL,17TH AV,10,W,N,A,-,,,,N,4,0,1,2,A,21,N,G,B,B,A,H,-,A,D,,,-,-,0,0,1,0,1,-,-,2,2,N,F,21,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
11787,27500000,0,INTERSECTIONS,1993456,2005,20050116,940,A,7,0,GEARY BL,17TH AV,10,W,N,A,-,,,,N,4,0,1,2,A,21,N,G,B,B,A,H,-,A,D,,,-,-,0,0,1,0,1,-,-,1,1,Y,M,44,A,-,E,M,B,-,3,-,-,-,,,N,-,0,0,G,1982,TOYOTA,-,,,1 2,E,BB
11788,27500000,0,INTERSECTIONS,2252723,2005,20050922,1530,C,4,0,GEARY BL,17TH AV,9,W,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,7,0,1,0,0,1,-,-,2,2,N,F,57,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
11789,27501000,0,INTERSECTIONS,4348773,2009,20090731,1450,C,5,0,18TH AV,GEARY BL,139,N,N,A,-,,,,N,4,0,2,3,A,11,N,G,B,D,A,H,-,A,D,,,N,60,0,0,2,0,2,-,-,1,2,Y,F,49,A,-,E,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11790,27501000,0,INTERSECTIONS,4348773,2009,20090731,1450,C,5,0,18TH AV,GEARY BL,139,N,N,A,-,,,,N,4,0,2,3,A,11,N,G,B,D,A,H,-,A,D,,,N,60,0,0,2,0,2,-,-,3,1,N,M,40,A,-,S,M,G,-,3,-,-,-,,,N,-,0,0,G,2003,MERCEDES-BENZ,-,,,1 2,E,BB
11791,27501000,0,INTERSECTIONS,3441465,2007,20071110,1944,D,6,0,18TH AV,GEARY BL,10,S,N,C,-,,,,Y,3,0,1,2,A,10,N,G,B,B,B,H,-,C,A,,,A,1,0,1,0,0,1,-,-,2,2,N,M,51,A,-,-,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
11792,27501000,0,INTERSECTIONS,3441465,2007,20071110,1944,D,6,0,18TH AV,GEARY BL,10,S,N,C,-,,,,Y,3,0,1,2,A,10,N,G,B,B,B,H,-,C,A,,,A,1,0,1,0,0,1,-,-,1,1,Y,M,23,A,-,W,M,G,-,3,-,-,-,,,N,-,0,0,E,2002,NISSAN,A,,,1 2,E,BB
11793,27501000,0,INTERSECTIONS,4348773,2009,20090731,1450,C,5,0,18TH AV,GEARY BL,139,N,N,A,-,,,,N,4,0,2,3,A,11,N,G,B,D,A,H,-,A,D,,,N,60,0,0,2,0,2,-,-,2,2,N,F,14,A,-,E,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11794,27504000,0,INTERSECTIONS,5342904,2011,20110906,905,A,2,0,GEARY BL,19TH AV,0,,Y,A,-,,,,N,4,0,1,2,A,21,N,G,B,C,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,2,2,N,F,51,A,-,S,-,-,-,-,-,-,-,,,-,-,0,1,B,,-,N,,,1 2,E,BB
11795,27504000,0,INTERSECTIONS,5386870,2011,20111112,1601,C,6,0,GEARY BL,19TH AV,0,,Y,A,-,,,,Y,4,0,3,4,A,9,N,D,C,F,A,H,-,A,A,,,A,1,0,0,3,0,2,-,-,2,1,N,M,49,A,-,E,L,G,-,3,-,-,-,,,N,-,0,0,B,2007,MERCEDES-BENZ,A,,,1 2,E,BB
11796,27504000,0,INTERSECTIONS,2974234,2006,20061229,1045,B,5,0,GEARY BL,19TH AV,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,D,,0,0,1,0,1,-,-,1,1,Y,M,67,A,-,S,G,-,-,-,-,-,-,,,-,-,0,0,E,2002,TOYOTA,D,,,1 2,E,BB
11797,27504000,0,INTERSECTIONS,5328393,2011,20110928,850,A,3,0,19TH AV,GEARY BL,189,S,N,A,-,,,,N,4,0,1,2,A,-,N,G,B,D,-,H,-,A,A,,,-,-,0,0,1,0,1,-,-,2,2,N,F,74,A,-,-,-,-,-,-,-,-,-,,,N,-,0,1,G,,-,N,,,1 2,E,BB
11798,27504000,0,INTERSECTIONS,5386870,2011,20111112,1601,C,6,0,GEARY BL,19TH AV,0,,Y,A,-,,,,Y,4,0,3,4,A,9,N,D,C,F,A,H,-,A,A,,,A,1,0,0,3,0,2,-,-,1,1,Y,M,19,A,-,S,L,G,-,3,-,-,-,,,N,-,0,1,E,2010,FORD,A,,,1 2,E,BB
11799,27504000,0,INTERSECTIONS,5386870,2011,20111112,1601,C,6,0,GEARY BL,19TH AV,0,,Y,A,-,,,,Y,4,0,3,4,A,9,N,D,C,F,A,H,-,A,A,,,A,1,0,0,3,0,2,-,-,3,2,N,F,70,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,A,,-,N,,,1 2,E,BB
11800,27504000,0,INTERSECTIONS,5342904,2011,20110906,905,A,2,0,GEARY BL,19TH AV,0,,Y,A,-,,,,N,4,0,1,2,A,21,N,G,B,C,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,M,73,A,-,N,M,G,-,-,-,-,-,,,-,-,0,0,G,2000,LEXUS,-,,,1 2,E,BB
11801,27504000,0,INTERSECTIONS,5386870,2011,20111112,1601,C,6,0,GEARY BL,19TH AV,0,,Y,A,-,,,,Y,4,0,3,4,A,9,N,D,C,F,A,H,-,A,A,,,A,1,0,0,3,0,2,-,-,4,2,N,F,68,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,A,,-,N,,,1 2,E,BB
11802,27504000,0,INTERSECTIONS,4103129,2009,20090208,1947,D,7,0,GEARY BL,19TH AV,0,,Y,C,-,,,,N,4,0,1,2,A,10,N,D,B,B,B,H,-,E,A,,,A,1,0,0,1,0,1,-,-,1,1,Y,M,48,A,-,E,M,G,-,3,-,-,-,,,N,-,0,0,E,1999,TOYOTA,A,,,1 2,E,BB
11803,27504000,0,INTERSECTIONS,5328393,2011,20110928,850,A,3,0,19TH AV,GEARY BL,189,S,N,A,-,,,,N,4,0,1,2,A,-,N,G,B,D,-,H,-,A,A,,,-,-,0,0,1,0,1,-,-,1,1,N,M,55,A,-,S,M,G,-,-,-,-,-,,,N,-,0,0,B,1995,FORD,-,,,1 2,E,BB
11804,27504000,0,INTERSECTIONS,4103129,2009,20090208,1947,D,7,0,GEARY BL,19TH AV,0,,Y,C,-,,,,N,4,0,1,2,A,10,N,D,B,B,B,H,-,E,A,,,A,1,0,0,1,0,1,-,-,2,2,N,M,24,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11805,27504000,0,INTERSECTIONS,2974234,2006,20061229,1045,B,5,0,GEARY BL,19TH AV,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,D,,0,0,1,0,1,-,-,2,2,N,F,45,A,-,N,-,-,-,-,-,-,-,,,-,-,0,1,B,,-,N,,,1 2,E,BB
11806,27505000,0,INTERSECTIONS,3837877,2008,20080916,1256,B,2,0,GEARY BL,20TH AV,0,,Y,A,-,,,,N,1,1,0,2,A,10,F,G,B,B,A,H,-,A,A,,,D,22,0,0,0,1,0,-,-,2,2,N,M,84,A,-,S,-,-,-,3,-,-,-,,,N,-,1,0,B,,-,N,,,1 2,E,BB
11807,27505000,0,INTERSECTIONS,3334065,2007,20070816,2338,E,4,0,GEARY BL,20TH AV,0,,Y,A,-,,,,N,4,0,1,2,A,3,F,G,B,B,A,H,-,C,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,-,998,G,G,W,M,B,-,-,-,-,-,,,N,-,0,0,B,,-,-,,,1 2,E,BB
11808,27505000,0,INTERSECTIONS,2022693,2005,20050512,1814,D,4,0,GEARY BL,20TH AV,104,W,N,A,G,,,,N,4,0,1,2,A,-,N,G,B,D,A,H,-,A,A,,,A,,0,0,1,0,1,-,-,2,2,N,F,9,H,H,S,-,-,-,-,-,,35,21955,,A,-,0,1,-,,-,-,,,1 2,E,BB
11809,27505000,0,INTERSECTIONS,3837877,2008,20080916,1256,B,2,0,GEARY BL,20TH AV,0,,Y,A,-,,,,N,1,1,0,2,A,10,F,G,B,B,A,H,-,A,A,,,D,22,0,0,0,1,0,-,-,1,1,Y,M,49,G,G,W,M,B,-,3,-,,19,20001,A,A,N,0,0,D,2003,TOYOTA,D,,,1 2,E,BB
11810,27505000,0,INTERSECTIONS,2022693,2005,20050512,1814,D,4,0,GEARY BL,20TH AV,104,W,N,A,G,,,,N,4,0,1,2,A,-,N,G,B,D,A,H,-,A,A,,,A,,0,0,1,0,1,-,-,1,1,Y,M,24,A,-,E,G,-,-,-,-,-,-,,,N,-,0,0,B,1988,HONDA,A,,,1 2,E,BB
11811,27505000,0,INTERSECTIONS,5579317,2012,20120129,1315,,7,0,GEARY BL,20TH AV,45,E,N,A,-,,,,N,4,0,1,2,A,21,N,G,B,D,A,H,-,A,D,,,D,22,0,0,1,0,1,-,-,2,2,N,F,23,G,G,N,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11812,27505000,0,INTERSECTIONS,5579317,2012,20120129,1315,,7,0,GEARY BL,20TH AV,45,E,N,A,-,,,,N,4,0,1,2,A,21,N,G,B,D,A,H,-,A,D,,,D,22,0,0,1,0,1,-,-,1,1,Y,M,66,G,G,E,M,B,-,3,-,-,-,,,N,-,0,0,G,2005,CHEVROLET,D,,,1 2,E,BB
11813,27505000,0,INTERSECTIONS,3334065,2007,20070816,2338,E,4,0,GEARY BL,20TH AV,0,,Y,A,-,,,,N,4,0,1,2,A,3,F,G,B,B,A,H,-,C,A,,,-,-,0,0,1,0,1,-,-,2,2,N,F,45,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11814,27506000,0,INTERSECTIONS,3550670,2007,20071216,2250,E,7,0,RT 1,CLEMENT ST,8,S,N,C,-,H,-,S,N,4,0,1,2,A,10,N,G,B,B,B,H,-,C,A,,,A,1,0,0,1,0,1,-,-,2,2,N,M,28,A,-,W,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
11815,27506000,0,INTERSECTIONS,3550670,2007,20071216,2250,E,7,0,RT 1,CLEMENT ST,8,S,N,C,-,H,-,S,N,4,0,1,2,A,10,N,G,B,B,B,H,-,C,A,,,A,1,0,0,1,0,1,-,-,1,1,Y,M,22,A,-,S,M,G,-,3,-,-,-,,,N,-,0,0,E,1994,TOYOTA,A,,,1 2,E,BB
11816,27506000,0,INTERSECTIONS,4195284,2009,20090310,840,A,2,0,CLEMENT ST,19TH AV,10,W,N,A,-,,,,N,3,0,1,2,A,10,N,D,B,B,A,H,-,A,A,,,A,1,0,1,0,0,1,-,-,2,2,N,M,59,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11817,27506000,0,INTERSECTIONS,4195284,2009,20090310,840,A,2,0,CLEMENT ST,19TH AV,10,W,N,A,-,,,,N,3,0,1,2,A,10,N,D,B,B,A,H,-,A,A,,,A,1,0,1,0,0,1,-,-,1,1,Y,F,74,A,-,E,M,G,-,3,-,-,-,,,N,-,0,0,B,1987,LINCOLN,A,,,1 2,E,BB
11818,27508000,0,INTERSECTIONS,6049489,2012,20121006,1600,,6,0,FULTON ST,21ST AV,120,W,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,1,2,Y,M,24,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11819,27508000,0,INTERSECTIONS,6049489,2012,20121006,1600,,6,0,FULTON ST,21ST AV,120,W,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,2,1,N,M,42,A,-,E,M,G,-,3,-,-,-,,,N,-,0,0,B,1994,HONDA,A,,,1 2,E,BB
11820,27510000,0,INTERSECTIONS,4530224,2009,20091228,1930,D,1,0,22ND AV,FULTON ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,C,A,,,A,7,0,0,1,0,1,-,-,1,1,Y,F,30,A,-,S,M,G,-,3,-,-,-,,,N,-,0,0,D,2007,HONDA,A,,,1 2,E,BB
11821,27510000,0,INTERSECTIONS,3044593,2007,20070216,1034,B,5,0,FULTON ST,22ND AV,9,E,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,1,0,0,1,-,-,1,1,Y,M,27,A,-,E,M,G,-,3,-,-,-,,,N,-,0,0,E,2002,VOLKSWAGEN,A,,,1 2,E,BB
11822,27510000,0,INTERSECTIONS,3044593,2007,20070216,1034,B,5,0,FULTON ST,22ND AV,9,E,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,1,0,0,1,-,-,2,2,N,F,74,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11823,27510000,0,INTERSECTIONS,4530224,2009,20091228,1930,D,1,0,22ND AV,FULTON ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,C,A,,,A,7,0,0,1,0,1,-,-,2,2,N,F,59,-,,E,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,N,,,1 2,E,BB
11824,27510000,0,INTERSECTIONS,3235018,2007,20070605,1415,C,2,0,FULTON ST,22ND AV,78,E,N,A,-,,,,Y,2,0,2,2,A,11,N,G,B,D,A,H,-,A,D,,,N,60,1,0,1,0,1,-,-,1,2,Y,F,21,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,L,,-,N,,,1 2,E,BB
11825,27510000,0,INTERSECTIONS,2829492,2006,20061007,1852,D,6,0,FULTON ST,22ND AV,8,E,N,A,-,,,,N,2,0,1,2,A,11,N,G,B,B,A,H,-,C,A,,,N,60,1,0,0,0,1,-,-,2,1,N,M,25,A,-,W,M,G,-,3,-,-,-,,,N,-,0,0,B,1997,TOYOTA,A,,,1 2,E,BB
11826,27510000,0,INTERSECTIONS,2829492,2006,20061007,1852,D,6,0,FULTON ST,22ND AV,8,E,N,A,-,,,,N,2,0,1,2,A,11,N,G,B,B,A,H,-,C,A,,,N,60,1,0,0,0,1,-,-,1,2,Y,M,56,G,G,N,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
11827,27510000,0,INTERSECTIONS,3235018,2007,20070605,1415,C,2,0,FULTON ST,22ND AV,78,E,N,A,-,,,,Y,2,0,2,2,A,11,N,G,B,D,A,H,-,A,D,,,N,60,1,0,1,0,1,-,-,2,1,N,M,43,A,-,W,P,W,-,3,-,-,-,,,N,-,0,1,B,1996,HARLEY-DAVIDSON,C,,,1 2,E,BB
11828,27519000,0,INTERSECTIONS,4712385,2010,20100512,545,F,3,0,FULTON ST,CROSSOVER DR,10,W,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,B,A,,,A,8,0,0,1,0,1,-,-,1,1,Y,M,41,A,-,E,M,G,-,3,-,-,-,,,N,-,0,0,D,2005,TOYOTA,A,,,1 2,E,BB
