A,B,FT,STREETNAME,TYPE,MTYPE,DISTANCE,LANE_AM,LANE_OP,LANE_PM,EA_PCE,AM_PCE,MD_PCE,PM_PCE,EV_PCE,DAY_PCE
20100000,20108000,11,CAMERON,WY,SF,0.13,1,1,1,0,0,0,0,0,0
20101000,20011000,11,INGERSON,AVE,SF,0.07,1,1,1,4.22261,105.61505,66.19147,27.83835,19.49689,223.36438
20101000,20013000,11,GILROY,ST,SF,0.07,1,1,1,0,0,0,0,0,0
20101000,20103000,11,INGERSON,AVE,SF,0.01,1,1,1,0.6657,38.10942,61.69904,40.44515,56.10868,197.02798
20102000,20103000,11,INGERSON,AVE,SF,0.06,1,1,1,4.22261,105.61505,66.17648,27.83835,19.48189,223.33438
20102000,20439000,11,INGERSON,AVE,SF,0.06,1,1,1,0.6657,38.10942,61.69904,40.44515,56.10868,197.02798
20103000,20101000,11,INGERSON,AVE,SF,0.01,1,1,1,4.22261,105.61505,66.19147,27.83835,19.49689,223.36438
20103000,20102000,11,INGERSON,AVE,SF,0.06,1,1,1,0.6657,38.10942,61.69904,40.44515,56.10868,197.02798
20103000,20435000,11,GRIFFITH,ST,SF,0.07,1,1,1,0,0,0,0,0,0
20104000,20099000,11,CAMERON,WY,SF,0.04,1,1,1,0,0,0,0,0,0
20104000,20105000,11,FITZGERALD,AVE,SF,0.1,1,1,1,0,0,0,0,0,0
20104000,20107000,11,FITZGERALD,AVE,SF,0.02,1,1,1,2.75,10.71464,46.99385,19.85777,23.90536,104.22162
20105000,20096000,11,GRIFFITH,ST,SF,0.04,1,1,1,0.12,0.66,1.9275,0.48143,1.4425,4.63143
20105000,20098000,11,GRIFFITH,ST,SF,0.15,1,1,1,0,0,0,0,0,0
20105000,20104000,11,FITZGERALD,AVE,SF,0.1,1,1,1,2.75,10.71464,46.99385,19.85777,23.90536,104.22162
20107000,20104000,11,FITZGERALD,AVE,SF,0.02,1,1,1,0,0,0,0,0,0
20107000,20438000,11,HAWES,ST,SF,0.05,1,1,1,28.28258,176.25446,377.47122,193.13693,253.19577,1028.34094
20107000,20448000,11,FITZGERALD,AVE,SF,0.12,1,1,1,2.69,14.52429,137.88342,86.05367,30.66385,271.81522
20107000,51651000,11,HAWES,ST,SF,0.05,1,1,1,15.89812,50.90919,534.81195,284.79718,128.8912,1015.30768
20108000,20099000,11,CAMERON,WY,SF,0.05,1,1,1,0,0,0,0,0,0
20108000,20100000,11,CAMERON,WY,SF,0.13,1,1,1,0,0,0,0,0,0
20108000,50808000,11,DOUBLEROCK,ST,SF,0.04,1,1,1,0,0,0,0,0,0
20110000,20093000,4,CARROLL,AVE,SF,0.13,1,1,1,4.015,16.57885,42.2141,14.70694,19.0761,96.59099
20110000,20450000,4,CARROLL,AVE,SF,0.13,3,3,3,15.61672,23.5652,126.83903,66.74364,135.54489,368.30948
20110000,28193000,11,HAWES,ST,SF,0.05239,1,1,1,16.17653,59.72553,140.6891,37.49817,100.33463,354.42395
20111000,20449000,11,DONNER,AVE,SF,0.12,1,1,1,4.47393,28.85798,69.0576,36.88765,31.8225,171.09966
20112000,20113000,11,ARMSTRONG,AVE,SF,0.12672,1,1,1,0.345,1.01,3.25,1.135,2.185,7.925
20112000,28193000,11,HAWES,ST,SF,0.05281,1,1,1,0.345,1.135,3.625,0.885,1.935,7.925
20112000,28232000,11,ARMSTRONG,AVE,SF,0.12667,1,1,1,0,0,0,0,0,0
20112000,33164000,11,HAWES,ST,SF,0.05,1,1,1,0,0,0,0,0,0
20113000,20112000,11,ARMSTRONG,AVE,SF,0.12672,1,1,1,0.345,1.135,3.625,0.885,1.935,7.925
20113000,20114000,4,INGALLS,ST,SF,0.05,1,1,1,28.33532,152.89351,529.3761,276.73911,344.99673,1332.34082
20113000,20148000,4,INGALLS,ST,SF,0.05,1,1,1,27.20693,197.02994,548.36096,231.19913,360.74722,1364.54419
20113000,20481000,11,ARMSTRONG,AVE,SF,0.13,1,1,1,0.40605,4.49792,17.33436,7.32604,9.28889,38.85326
20114000,20113000,4,INGALLS,ST,SF,0.05,1,1,1,26.30538,196.75348,549.00677,231.89946,360.60071,1364.5658
20114000,20450000,4,INGALLS,ST,SF,0.05,1,1,1,28.53533,155.4185,537.12256,278.98734,349.97232,1350.03601
20114000,20451000,11,BANCROFT,AVE,SF,0.13,1,1,1,0.60372,2.51485,6.42214,2.98607,3.54076,16.06754
20116000,20067000,11,GRIFFITH,ST,SF,0.05,1,1,1,0.735,1.94,10.27286,5.01143,5.64214,23.60143
20116000,20070000,11,GRIFFITH,ST,SF,0.05,1,1,1,0.985,6.95673,19.24622,7.94659,6.14485,41.27939
20116000,20119000,11,SHAFTER,AVE,SF,0.13,1,1,1,0,0,31.36217,0,0,31.36217
20116000,51648000,11,SHAFTER,AVE,SF,0.06,1,1,1,0,0,0,0,0,0
20117000,20074000,11,QUESADA,AVE,SF,0.03,1,1,1,9.45256,88.39513,275.94012,107.5527,97.01971,578.36023
20117000,20118000,11,HAWES,ST,SF,0.05,1,1,1,0.13431,0.06794,0.05223,0.03951,0.30835,0.60235
20117000,20120000,11,HAWES,ST,SF,0.05,1,1,1,0.45907,0.43,1.37071,1.0391,0.55071,3.8496
20117000,20135000,11,QUESADA,AVE,SF,0.13,1,1,1,42.37697,130.27141,561.41022,330.07819,363.94711,1428.08386
20118000,20072000,4,PALOU,AVE,SF,0.11,1,1,1,0.24244,2.2317,4.8081,2.74225,2.26441,12.2889
20118000,20117000,11,HAWES,ST,SF,0.05,1,1,1,0.16009,0.0382,0.0137,0.02378,0.06519,0.30096
20118000,33148000,4,PALOU,AVE,SF,0.1241,1,1,1,18.29828,18.92682,46.29775,22.7827,38.89121,145.19676
20119000,20116000,11,SHAFTER,AVE,SF,0.13,1,1,1,0.155,2.62101,10.41229,5.11088,1.05092,19.3501
20119000,20120000,11,HAWES,ST,SF,0.05,1,1,1,82.30721,209.23865,408.34338,156.14648,298.68576,1154.72144
20119000,20121000,11,HAWES,ST,SF,0.05,1,1,1,21.39208,54.26853,311.14108,167.21321,224.75896,778.77386
20119000,20124000,11,SHAFTER,AVE,SF,0.13,1,1,1,0,0.49631,34.68056,31.85522,0,67.03209
20120000,20076000,11,REVERE,AVE,SF,0.02,1,1,1,85.28857,375.69458,703.71765,171.48453,454.32138,1790.50671
20120000,20117000,11,HAWES,ST,SF,0.05,1,1,1,0.09768,0.05179,0.05223,0.03951,0.30835,0.54956
20120000,20119000,11,HAWES,ST,SF,0.05,1,1,1,21.39208,54.26853,311.026,167.21321,224.75896,778.65875
20120000,20125000,11,REVERE,AVE,SF,0.13,1,1,1,3.10303,11.44472,45.8285,33.60776,31.58564,125.56966
20121000,20070000,11,THOMAS,AVE,SF,0.13,1,1,1,12.19918,71.85897,119.46304,33.87517,58.84713,296.2435
20121000,20119000,11,HAWES,ST,SF,0.05,1,1,1,80.31842,133.69423,353.80911,146.86348,297.51974,1012.20496
20121000,20123000,11,HAWES,ST,SF,0.04954,1,1,1,20.70208,52.08532,304.53351,165.00322,220.75896,763.08307
20121000,20146000,11,THOMAS,AVE,SF,0.13,1,1,1,7.41392,29.8475,91.14149,44.38057,79.90529,252.68878
20122000,20144000,11,VAN DYKE,AVE,SF,0.135,1,1,1,0,0,0,0,0,0
20123000,20121000,11,HAWES,ST,SF,0.04954,1,1,1,22.15002,130.56781,337.26587,103.91123,229.34781,823.24274
20123000,20145000,11,UNDERWOOD,AVE,SF,0.12297,1,1,1,24.67796,67.36765,377.40848,204.47607,267.80133,941.73151
20124000,20119000,11,SHAFTER,AVE,SF,0.13,1,1,1,2.14378,78.66175,68.38,46.2491,2.21692,197.65155
20124000,20125000,4,INGALLS,ST,SF,0.05,1,1,1,13.00187,186.49567,584.15149,202.45514,390.41269,1376.51685
20124000,20146000,4,INGALLS,ST,SF,0.05,1,1,1,13.38082,108.8222,217.90588,104.57735,132.46512,577.15137
20124000,20155000,11,SHAFTER,AVE,SF,0.13,1,1,1,0.10651,1.30904,36.97285,34.2695,0.5046,73.16251
20125000,20120000,11,REVERE,AVE,SF,0.13,1,1,1,2.52229,166.02592,294.00354,14.29895,155.0849,631.93561
20125000,20124000,4,INGALLS,ST,SF,0.05,1,1,1,13.29338,106.60078,209.23616,102.87797,131.48431,563.49261
20125000,20135000,4,INGALLS,ST,SF,0.05,1,1,1,5.13553,26.355,74.07098,40.43284,38.11486,184.10922
20125000,20154000,11,REVERE,AVE,SF,0.13,1,1,1,4.40873,49.32919,127.33723,74.48489,88.58731,344.14734
20126000,20081000,4,INGALLS,ST,SF,0.09,1,1,1,8.64291,53.66577,184.12634,107.77589,125.68773,479.89865
20126000,20127000,4,INGALLS,ST,SF,0.05,1,1,1,15.53255,89.44652,204.50993,95.30531,114.65391,519.44824
20126000,20128000,11,LA SALLE,AVE,SF,0.04,1,1,1,3.27607,54.82286,94.66428,46.75799,60.57429,260.09549
20127000,20126000,4,INGALLS,ST,SF,0.05,1,1,1,10.70433,71.64684,214.79776,116.65639,141.62451,555.42981
20127000,20131000,4,INGALLS,ST,SF,0.04,1,1,1,15.53255,89.44652,204.50993,95.30531,114.65391,519.44824
20127000,50767000,11,GEORGE,CT,SF,0.05,1,1,1,0,0,0,0,0,0
20128000,20126000,11,LA SALLE,AVE,SF,0.04,1,1,1,2.1325,14.56071,52.62072,27.29607,22.11,118.72
20128000,20132000,11,LA SALLE,AVE,SF,0.03,1,1,1,3.27607,54.82286,94.66428,46.75799,60.57429,260.09549
20128000,50765000,11,WHITFIELD,CT,SF,0.03,1,1,1,0,0,0,0,0,0
20131000,20064000,11,OAKDALE,AVE,SF,0.1,1,1,1,34.49537,146.72632,527.90533,303.57501,355.49243,1368.19446
20131000,20127000,4,INGALLS,ST,SF,0.04,1,1,1,10.70433,71.64684,214.79776,116.65639,141.62451,555.42981
20131000,20136000,4,INGALLS,ST,SF,0.05,1,1,1,33.3533,313.43674,616.23248,314.75998,352.14218,1629.92468
20131000,50766000,11,OAKDALE,AVE,SF,0.03,1,1,1,0,0,0,0,0,0
20132000,20128000,11,LA SALLE,AVE,SF,0.03,1,1,1,2.1325,14.56071,52.62072,27.29607,22.11,118.72
20132000,33144000,11,LA SALLE,ST,SF,0.14,1,1,1,0,18,39,18,34,109
20132000,33643000,11,OSCEOLA,DR,SF,0.06777,1,1,1,3.27607,36.82286,55.66429,28.75799,26.57429,151.09549
20135000,20117000,11,QUESADA,AVE,SF,0.13,1,1,1,9.75154,88.78692,277.29712,108.56802,97.50524,581.90887
20135000,20125000,4,INGALLS,ST,SF,0.05,1,1,1,4.66414,31.7325,72.82928,33.48018,38.77143,181.47754
20135000,20136000,4,INGALLS,ST,SF,0.05,1,1,1,5.65625,35.57035,90.05027,50.0857,45.60344,226.966
20135000,20153000,11,QUESADA,AVE,SF,0.13,1,1,1,58.99154,268.79291,818.27277,453.12836,480.83307,2080.01855
20136000,20131000,4,INGALLS,ST,SF,0.05,1,1,1,41.23721,204.40315,697.70239,408.47156,470.39194,1822.2063
20136000,20135000,4,INGALLS,ST,SF,0.05,1,1,1,5.41819,36.6326,93.15094,46.07693,47.0641,228.34276
20136000,33147000,4,PALOU,AVE,SF,0.1159,1,1,1,47.0439,303.93567,587.4823,305.06503,353.20932,1596.73621
20136000,33148000,4,PALOU,AVE,SF,0.0059,1,1,1,0.40253,2.2699,4.8218,2.76604,2.3296,12.58986
20137000,20138000,11,GARLINGTON,CT,SF,0.02,1,1,1,0,0,0,0,0,0
20137000,20196000,11,LA SALLE,AVE,SF,0.05,1,1,1,73.55668,527.18774,1293.70764,686.76514,695.82477,3277.04199
20137000,33144000,11,LA SALLE,AVE,SF,0.03,1,1,1,0.285,1.00571,3.04893,0,1.685,6.02464
20138000,50775000,11,GARLINGTON,CT,SF,0.06,1,1,1,0,0,0,0,0,0
20138000,50782000,11,COMMER,CT,SF,0.06,1,1,1,0,0,0,0,0,0
20140000,20153000,11,JENNINGS,ST,SF,0.05,1,1,1,20.96878,150.84129,314.57764,155.17252,195.30836,836.86859
20140000,33146000,4,PALOU,AVE,SF,0.1245,1,1,1,26.83532,159.32225,298.37717,161.44614,172.55548,818.53638
20140000,33147000,4,PALOU,AVE,SF,0.0041,1,1,1,36.79399,179.30743,630.5769,374.75119,436.35815,1657.78772
20142000,20144000,4,INGALLS,ST,SF,0.05,1,1,1,29.67426,200.09784,564.41498,237.67249,369.94427,1401.80383
20142000,20148000,4,INGALLS,ST,SF,0.05,1,1,1,29.4802,152.20859,527.16309,275.20288,347.23706,1331.29187
20142000,20152000,11,WALLACE,AVE,SF,0.13,1,1,1,1.28641,4.2235,7.72121,2.85165,5.56304,21.64582
20142000,51946000,11,WALLACE,AVE,SF,0.04,1,1,1,0,0,0,0,0,0
20144000,20122000,11,VAN DYKE,AVE,SF,0.135,1,1,1,0,0,0,0,0,0
20144000,20142000,4,INGALLS,ST,SF,0.05,1,1,1,30.3305,148.45653,519.86462,272.35931,343.5715,1314.58252
20144000,20145000,4,INGALLS,ST,SF,0.05,1,1,1,32.47886,341.51578,832.40747,338.85321,441.48996,1986.74524
20144000,20151000,4,VAN DYKE,AVE,SF,0.13,2,2,2,5.25503,28.05507,67.87577,39.10818,49.8102,190.10426
20145000,20123000,11,UNDERWOOD,AVE,SF,0.12297,1,1,1,26.69647,164.06029,413.99594,132.47458,274.92383,1012.15112
20145000,20144000,4,INGALLS,ST,SF,0.05,1,1,1,35.38515,174.6759,586.71973,308.2261,393.25171,1498.25854
20145000,20146000,4,INGALLS,ST,SF,0.05,1,1,1,6.96735,68.51537,228.30023,141.33286,148.36319,593.479
20145000,20149000,11,UNDERWOOD,AVE,SF,0.13,1,1,1,38.54616,145.47249,479.21152,281.51294,280.1824,1224.92554
20146000,20121000,11,THOMAS,AVE,SF,0.13,1,1,1,69.66258,71.88587,125.83786,42.84221,122.89908,433.12759
20146000,20124000,4,INGALLS,ST,SF,0.05,1,1,1,13.29229,126.84955,378.97192,154.58994,186.10612,859.80981
20146000,20145000,4,INGALLS,ST,SF,0.05,1,1,1,13.38082,108.81907,218.64125,103.8315,132.39114,577.06378
20146000,20150000,11,THOMAS,AVE,SF,0.13,1,1,1,7.47113,30.74227,90.91518,44.63811,81.39948,255.16617
20148000,20113000,4,INGALLS,ST,SF,0.05,1,1,1,28.33532,153.93494,532.62646,278.27161,346.52719,1339.69556
20148000,20142000,4,INGALLS,ST,SF,0.05,1,1,1,29.09885,202.88455,569.87561,238.40234,373.52966,1413.79102
20148000,20482000,11,YOSEMITE,AVE,SF,0.13,1,1,1,3.52517,19.93295,119.04211,62.4477,35.05138,239.99931
20148000,33164000,11,YOSEMITE,AVE,SF,0.13,1,1,1,8.70906,62.47285,127.04517,29.98102,59.77583,287.98395
20149000,20145000,11,UNDERWOOD,AVE,SF,0.13,1,1,1,50.4137,131.19984,303.46008,112.05764,254.73689,851.86816
20149000,20150000,11,JENNINGS,ST,SF,0.05,1,1,1,10.41438,93.39952,353.76746,214.19417,247.07339,918.84894
20149000,20151000,11,JENNINGS,ST,SF,0.05,1,1,1,22.91447,155.67029,324.72946,159.04115,200.714,863.0694
20149000,20484000,11,UNDERWOOD,AVE,SF,0.13,1,1,1,37.98686,148.09821,487.23044,285.71902,282.39487,1241.42944
20150000,20146000,11,THOMAS,AVE,SF,0.13,1,1,1,76.04472,131.11168,277.01862,55.61097,162.06223,701.84821
20150000,20149000,11,JENNINGS,ST,SF,0.05,1,1,1,22.1316,152.11108,315.98941,155.35034,196.1868,841.76923
20150000,20155000,11,JENNINGS,ST,SF,0.05,1,1,1,12.62804,144.34669,379.81659,216.3391,259.94769,1013.07813
20150000,20160000,11,THOMAS,AVE,SF,0.13,1,1,1,7.60669,24.46737,98.48131,48.8047,79.51068,258.87076
20151000,20144000,4,VAN DYKE,AVE,SF,0.13,1,1,1,3.00498,143.25365,269.01321,104.42213,71.67568,591.36963
20151000,20149000,11,JENNINGS,ST,SF,0.05,1,1,1,11.45561,153.20345,413.21542,204.8734,258.7933,1041.54114
20151000,20152000,11,JENNINGS,ST,SF,0.05,1,1,1,26.83857,156.06506,332.60785,161.27222,204.67021,881.45392
20151000,20483000,4,VAN DYKE,AVE,SF,0.13,2,2,2,1.17148,25.82459,58.97665,33.63572,45.724,165.33244
20152000,20142000,11,WALLACE,AVE,SF,0.13,1,1,1,1.01153,5.18886,9.55902,4.96536,5.64322,26.36799
20152000,20151000,11,JENNINGS,ST,SF,0.05,1,1,1,12.45775,90.07196,336.54276,200.8046,242.22276,882.09979
20152000,20482000,11,JENNINGS,ST,SF,0.05,1,1,1,45.04169,201.6498,558.62708,275.96896,381.85245,1463.14001
20152000,20486000,11,WALLACE,AVE,SF,0.13,1,1,1,0.93481,10.68,32.665,13.68893,16.48019,74.44893
20153000,20135000,11,QUESADA,AVE,SF,0.13,1,1,1,11.24857,108.10864,378.67429,223.5369,156.59518,878.16357
20153000,20140000,11,JENNINGS,ST,SF,0.05,1,1,1,10.41161,93.29889,360.82642,217.10374,249.78586,931.42651
20153000,20154000,11,JENNINGS,ST,SF,0.05,1,1,1,20.95182,150.84129,314.57764,155.17252,195.5451,837.08838
20153000,20161000,11,QUESADA,AVE,SF,0.13,1,1,1,59.0085,268.79291,818.27277,453.12836,480.83307,2080.03564
